Fund Holdings as of,"24/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"SNPS","SYNOPSYS INC","Information Technology","Equity","115’078’300","0.40","115’078’300.43","248’051","463.93","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","114’288’324","0.39","114’288’323.92","519’835","219.85","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","110’479’608","0.38","110’479’608.12","2’398’602","46.06","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","108’711’792","0.38","108’711’792.42","65’506","1’659.57","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","104’893’271","0.36","104’893’270.80","4’633’095","22.64","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","103’330’166","0.36","103’330’165.62","525’666","196.57","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","102’220’757","0.35","102’220’757.10","1’655’665","61.74","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","95’954’130","0.33","95’954’130.48","326’308","294.06","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","95’762’523","0.33","95’762’522.93","418’927","228.59","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","95’672’334","0.33","95’672’334.24","708’894","134.96","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","95’468’090","0.33","95’468’089.65","428’781","222.65","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","95’057’857","0.33","95’057’856.99","534’243","177.93","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","94’643’965","0.33","94’643’965.28","1’077’704","87.82","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","93’284’857","0.32","93’284’856.55","355’730","262.24","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","91’109’280","0.31","91’109’280.35","63’493","1’434.95","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","89’258’108","0.31","89’258’107.63","522’191","170.93","United States","NASDAQ","USD"
"ALAB","ASTERA LABS INC","Information Technology","Equity","89’140’568","0.31","89’140’568.32","222’896","399.92","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","89’077’797","0.31","89’077’796.80","3’274’919","27.20","United States","NASDAQ","USD"
"TER","TERADYNE INC","Information Technology","Equity","86’973’648","0.30","86’973’648.00","203’590","427.20","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","85’251’398","0.29","85’251’398.05","101’185","842.53","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","83’484’135","0.29","83’484’134.73","133’911","623.43","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","79’473’552","0.27","79’473’551.61","679’087","117.03","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","78’480’822","0.27","78’480’822.40","543’496","144.40","United States","NASDAQ","USD"
"NBIS","NEBIUS NV CLASS A","Information Technology","Equity","74’427’644","0.26","74’427’644.10","286’635","259.66","Netherlands","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","73’402’419","0.25","73’402’418.74","1’301’923","56.38","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","68’295’720","0.24","68’295’719.70","1’476’345","46.26","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","67’582’473","0.23","67’582’472.76","368’337","183.48","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","67’281’558","0.23","67’281’557.96","328’973","204.52","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","65’828’901","0.23","65’828’900.58","808’014","81.47","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","65’341’189","0.23","65’341’189.12","706’544","92.48","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","65’234’332","0.23","65’234’331.82","861’293","75.74","China","NASDAQ","USD"
"RKLB","ROCKET LAB CORP","Industrials","Equity","64’278’456","0.22","64’278’455.67","752’587","85.41","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","64’095’466","0.22","64’095’465.67","921’839","69.53","Spain","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","61’708’253","0.21","61’708’252.90","1’315’741","46.90","United States","NASDAQ","USD"
"CRWV","COREWEAVE INC CLASS A","Information Technology","Equity","58’719’121","0.20","58’719’120.72","582’069","100.88","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","58’282’163","0.20","58’282’163.20","266’080","219.04","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","57’284’734","0.20","57’284’734.00","579’805","98.80","Netherlands","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","56’959’910","0.20","56’959’910.07","241’591","235.77","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","55’963’797","0.19","55’963’797.28","101’908","549.16","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","55’599’666","0.19","55’599’666.00","1’770’690","31.40","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","52’119’688","0.18","52’119’688.17","270’597","192.61","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","50’381’006","0.17","50’381’005.74","171’329","294.06","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","48’728’426","0.17","48’728’425.68","1’147’091","42.48","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","48’229’775","0.17","48’229’774.54","105’598","456.73","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","45’210’443","0.16","45’210’442.50","469’475","96.30","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","43’513’878","0.15","43’513’878.40","131’224","331.60","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","40’493’691","0.14","40’493’690.57","430’189","94.13","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","40’130’530","0.14","40’130’529.78","495’561","80.98","Canada","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","38’481’171","0.13","38’481’171.44","593’113","64.88","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","36’484’864","0.13","36’484’864.00","1’200’160","30.40","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’116’621","0.12","36’116’621.30","1’574’395","22.94","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","34’411’442","0.12","34’411’441.50","493’354","69.75","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","30’869’789","0.11","30’869’788.81","261’409","118.09","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","29’171’539","0.10","29’171’539.10","29’171’539","100.00","United States","-","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","1’014’000","0.00","1’014’000.00","1’014’000","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","589’259","0.00","589’258.60","448’225","131.46","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","74","0.00","73.73","105","70.22","Canada","-","CAD"
"USD","USD/EUR","Cash and/or Derivatives","FX","-56","0.00","-56.43","-9’999’411","1.13","European Union","-","EUR"
"NQU6","NASDAQ 100 E-MINI SEP 26","Cash and/or Derivatives","Futures","0","0.00","15’347’410.00","26","29’514.25","-","Index And Options Market","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","-8’666’202","-0.03","-8’666’202.23","-7’641’480","113.41","European Union","-","EUR"
 
