Fund Holdings as of,"01/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","248’083’315.40","0.82","248’083’315.40","404’242.00","613.70","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","242’256’086.00","0.80","242’256’086.00","443’530.00","546.20","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","233’471’985.93","0.77","233’471’985.93","709’361.00","329.13","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","212’890’668.00","0.71","212’890’668.00","1’623’880.00","131.10","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","200’333’900.08","0.66","200’333’900.08","1’614’034.00","124.12","Canada","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","196’418’085.20","0.65","196’418’085.20","830’380.00","236.54","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","192’810’703.92","0.64","192’810’703.92","467’692.00","412.26","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","187’855’549.50","0.62","187’855’549.50","115’350.00","1’628.57","Netherlands","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","176’466’820.00","0.59","176’466’820.00","1’042’640.00","169.25","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","150’700’813.36","0.50","150’700’813.36","363’871.00","414.16","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","146’916’800.02","0.49","146’916’800.02","536’134.00","274.03","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","146’218’675.20","0.49","146’218’675.20","333’528.00","438.40","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","144’097’054.29","0.48","144’097’054.29","1’493’079.00","96.51","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","143’541’102.74","0.48","143’541’102.74","975’541.00","147.14","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","131’047’505.28","0.43","131’047’505.28","347’643.00","376.96","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","128’456’269.92","0.43","128’456’269.92","363’117.00","353.76","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","126’238’055.50","0.42","126’238’055.50","475’115.00","265.70","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","123’775’982.41","0.41","123’775’982.41","251’429.00","492.29","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","123’538’835.94","0.41","123’538’835.94","528’531.00","233.74","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","118’715’494.31","0.39","118’715’494.31","427’819.00","277.49","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","118’246’445.85","0.39","118’246’445.85","4’720’417.00","25.05","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","115’017’942.60","0.38","115’017’942.60","1’290’886.00","89.10","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","114’712’044.60","0.38","114’712’044.60","66’270.00","1’730.98","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","111’226’092.40","0.37","111’226’092.40","2’425’340.00","45.86","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","102’814’873.58","0.34","102’814’873.58","330’191.00","311.38","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","102’558’505.50","0.34","102’558’505.50","1’679’910.00","61.05","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","99’508’833.24","0.33","99’508’833.24","64’516.00","1’542.39","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","95’892’997.20","0.32","95’892’997.20","427’960.00","224.07","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","95’287’278.48","0.32","95’287’278.48","1’099’807.00","86.64","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","90’084’530.90","0.30","90’084’530.90","521’021.00","172.90","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","89’005’448.75","0.30","89’005’448.75","3’266’255.00","27.25","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","87’835’484.66","0.29","87’835’484.66","533’047.00","164.78","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","87’533’765.85","0.29","87’533’765.85","707’115.00","123.79","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","84’922’485.00","0.28","84’922’485.00","93’837.00","905.00","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","81’979’878.78","0.27","81’979’878.78","136’483.00","600.66","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","81’771’204.78","0.27","81’771’204.78","1’298’574.00","62.97","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","77’132’612.33","0.26","77’132’612.33","559’459.00","137.87","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","76’841’079.24","0.25","76’841’079.24","880’801.00","87.24","China","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","75’760’902.90","0.25","75’760’902.90","692’070.00","109.47","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","73’480’566.25","0.24","73’480’566.25","179’725.00","408.85","United Kingdom","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","73’144’520.15","0.24","73’144’520.15","367’505.00","199.03","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","68’919’739.68","0.23","68’919’739.68","277’723.00","248.16","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’265’090.00","0.22","66’265’090.00","328’045.00","202.00","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","66’211’680.47","0.22","66’211’680.47","1’505’153.00","43.99","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","64’507’505.92","0.21","64’507’505.92","704’846.00","91.52","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","63’296’745.03","0.21","63’296’745.03","828’383.00","76.41","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","62’926’018.43","0.21","62’926’018.43","944’977.00","66.59","Spain","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","62’388’918.53","0.21","62’388’918.53","273’001.00","228.53","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","61’238’002.34","0.20","61’238’002.34","408’853.00","149.78","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","60’372’136.55","0.20","60’372’136.55","1’350’305.00","44.71","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","59’381’454.72","0.20","59’381’454.72","104’768.00","566.79","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","55’270’081.40","0.18","55’270’081.40","1’223’060.00","45.19","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","54’999’673.92","0.18","54’999’673.92","585’352.00","93.96","Canada","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","54’712’394.10","0.18","54’712’394.10","241’045.00","226.98","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","53’476’048.08","0.18","53’476’048.08","596’232.00","89.69","Netherlands","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","53’332’867.80","0.18","53’332’867.80","1’765’989.00","30.20","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","52’132’281.09","0.17","52’132’281.09","176’343.00","295.63","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","50’245’984.32","0.17","50’245’984.32","105’364.00","476.88","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","49’304’673.37","0.16","49’304’673.37","49’304’673.00","100.00","United States","-","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","47’965’993.40","0.16","47’965’993.40","468’235.00","102.44","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","47’076’531.75","0.16","47’076’531.75","136’751.00","344.25","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","44’759’450.25","0.15","44’759’450.25","284’675.00","157.23","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","40’555’168.32","0.13","40’555’168.32","1’254’801.00","32.32","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","38’657’627.10","0.13","38’657’627.10","516’330.00","74.87","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","37’105’267.43","0.12","37’105’267.43","1’570’261.00","23.63","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","37’078’752.78","0.12","37’078’752.78","591’462.00","62.69","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","35’638’574.08","0.12","35’638’574.08","623’488.00","57.16","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","33’153’150.36","0.11","33’153’150.36","212’916.00","155.71","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","32’796’515.87","0.11","32’796’515.87","178’271.00","183.97","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","30’179’424.93","0.10","30’179’424.93","284’631.00","106.03","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.08","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","23’850’277.80","0.08","23’850’277.80","167’253.00","142.60","United States","NASDAQ","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’422’784.74","0.01","4’422’784.74","3’807’166.00","116.17","European Union","-","EUR"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","4’353’000.00","0.01","4’353’000.00","4’353’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","574’080.26","0.00","574’080.26","427’223.00","134.37","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.86","0.00","75.86","105.00","72.25","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","72’747’675.00","119.00","30’566.25","-","Index And Options Market","USD"
 
