Fund Holdings as of,"11/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","248’008’972.55","0.86","248’008’972.55","285’695.00","868.09","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","233’706’940.92","0.81","233’706’940.92","441’548.00","529.29","United States","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","226’953’230.70","0.78","226’953’230.70","328’190.00","691.53","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","218’060’304.00","0.75","218’060’304.00","114’800.00","1’899.48","Netherlands","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","203’455’764.52","0.70","203’455’764.52","1’616’396.00","125.87","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","192’536’846.69","0.66","192’536’846.69","402’317.00","478.57","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","192’246’240.00","0.66","192’246’240.00","465’600.00","412.90","United States","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","181’133’137.68","0.63","181’133’137.68","826’639.00","219.12","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","177’489’276.78","0.61","177’489’276.78","1’606’674.00","110.47","Canada","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","169’773’374.82","0.59","169’773’374.82","1’037’798.00","163.59","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","152’023’878.00","0.52","152’023’878.00","1’486’350.00","102.28","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","147’723’462.32","0.51","147’723’462.32","331’933.00","445.04","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","140’873’133.22","0.49","140’873’133.22","971’137.00","145.06","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","139’019’024.76","0.48","139’019’024.76","362’274.00","383.74","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","137’321’161.77","0.47","137’321’161.77","345’993.00","396.89","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","118’789’111.27","0.41","118’789’111.27","526’151.00","225.77","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","118’268’213.15","0.41","118’268’213.15","1’285’105.00","92.03","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","116’776’185.60","0.40","116’776’185.60","533’712.00","218.80","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","116’659’290.60","0.40","116’659’290.60","472’860.00","246.71","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","114’357’345.53","0.39","114’357’345.53","2’414’385.00","47.37","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","114’172’427.51","0.39","114’172’427.51","250’219.00","456.29","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","112’641’861.45","0.39","112’641’861.45","4’699’285.00","23.97","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","106’163’400.00","0.37","106’163’400.00","65’940.00","1’610.00","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","105’963’834.24","0.37","105’963’834.24","1’672’409.00","63.36","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","102’026’856.30","0.35","102’026’856.30","64’186.00","1’589.55","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","101’842’926.75","0.35","101’842’926.75","425’925.00","239.11","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","100’108’503.20","0.35","100’108’503.20","361’520.00","276.91","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","99’735’644.16","0.34","99’735’644.16","425’784.00","234.24","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","99’466’035.45","0.34","99’466’035.45","328’759.00","302.55","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","98’641’299.80","0.34","98’641’299.80","1’094’798.00","90.10","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","94’313’146.48","0.33","94’313’146.48","518’546.00","181.88","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","90’432’960.64","0.31","90’432’960.64","703’868.00","128.48","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","87’341’790.12","0.30","87’341’790.12","3’251’742.00","26.86","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","83’085’037.23","0.29","83’085’037.23","93’397.00","889.59","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","83’053’048.04","0.29","83’053’048.04","135’823.00","611.48","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","82’063’008.24","0.28","82’063’008.24","1’292’738.00","63.48","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","82’012’623.03","0.28","82’012’623.03","530’517.00","154.59","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","81’000’038.94","0.28","81’000’038.94","688’893.00","117.58","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","79’924’941.57","0.28","79’924’941.57","79’924’942.00","100.00","United States","-","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","72’885’036.49","0.25","72’885’036.49","556’927.00","130.87","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","71’286’848.10","0.25","71’286’848.10","876’837.00","81.30","China","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","70’073’084.55","0.24","70’073’084.55","365’745.00","191.59","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","69’514’348.03","0.24","69’514’348.03","1’498’477.00","46.39","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","67’348’848.56","0.23","67’348’848.56","271’831.00","247.76","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’318’769.65","0.23","66’318’769.65","326’613.00","203.05","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","65’206’611.06","0.23","65’206’611.06","701’599.00","92.94","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’548’799.38","0.22","64’548’799.38","824’694.00","78.27","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","63’358’704.30","0.22","63’358’704.30","940’738.00","67.35","Spain","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","61’261’907.84","0.21","61’261’907.84","179’008.00","342.23","United Kingdom","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","61’181’687.07","0.21","61’181’687.07","1’344’357.00","45.51","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","58’174’949.43","0.20","58’174’949.43","104’273.00","557.91","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","57’992’984.67","0.20","57’992’984.67","593’643.00","97.69","Netherlands","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","56’820’164.71","0.20","56’820’164.71","276’403.00","205.57","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","54’907’617.87","0.19","54’907’617.87","1’758’169.00","31.23","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","50’875’871.20","0.18","50’875’871.20","239’890.00","212.08","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","50’793’154.02","0.18","50’793’154.02","175’518.00","289.39","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","50’218’649.08","0.17","50’218’649.08","1’217’717.00","41.24","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","48’905’375.40","0.17","48’905’375.40","407’036.00","120.15","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","46’792’547.80","0.16","46’792’547.80","104’869.00","446.20","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","46’771’144.50","0.16","46’771’144.50","582’818.00","80.25","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","46’274’015.61","0.16","46’274’015.61","466’143.00","99.27","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","45’278’836.61","0.16","45’278’836.61","136’091.00","332.71","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","38’799’686.10","0.13","38’799’686.10","1’249’185.00","31.06","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","38’679’854.50","0.13","38’679’854.50","514’018.00","75.25","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","37’988’197.23","0.13","37’988’197.23","588’873.00","64.51","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","37’862’350.96","0.13","37’862’350.96","1’563’268.00","24.22","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","36’998’728.50","0.13","36’998’728.50","283’450.00","130.53","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","32’314’828.00","0.11","32’314’828.00","177’554.00","182.00","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","31’763’638.68","0.11","31’763’638.68","620’626.00","51.18","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","27’411’028.32","0.09","27’411’028.32","283’406.00","96.72","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","26’739’607.74","0.09","26’739’607.74","212’034.00","126.11","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.09","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","23’179’471.74","0.08","23’179’471.74","166’591.00","139.14","United States","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’099’000.00","0.02","5’099’000.00","5’099’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","597’326.65","0.00","597’326.65","448’225.00","133.27","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","74.91","0.00","74.91","105.00","71.34","Canada","-","CAD"
"USD","USD/EUR","Cash and/or Derivatives","FX","-19.97","0.00","-19.97","-2’421’106.00","1.15","European Union","-","EUR"
"USD","USD/EUR","Cash and/or Derivatives","FX","60.55","0.00","60.55","-29’053’267.00","1.15","European Union","-","EUR"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","79’554’825.00","135.00","29’464.75","-","Index And Options Market","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","-21’089’386.30","-0.07","-21’089’386.30","-18’309’938.00","115.18","European Union","-","EUR"
 
